outcome,factor,stage,network,location,window,lag,specification_id,specification,sensitivity,coefficient,coefficient_unit,magnitude_recorded_by_job3,sign,raw_p_value,bh_adjusted_p_value,observations,municipality_count,weighting,INSE_control,fixed_effects,main_or_sensitivity,sign_agreement_with_main,magnitude_range_across_sensitivities,leave_one_out_min,leave_one_out_max,pandemic_exclusion_result,Nova_Santa_Rita_relevance,possible_planning_delta,lens_and_period_compatibility,factual_limit
failure_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-failure_rate_percent-S1-LOO-4310801,S1_CLASS_SIZE,LEAVE_OUT_VALE_4310801,0.0443536452323783,outcome percentage points per 1 student per class,0.0443536452323783,positive,0.088162365508653,0.1132604237655206,3470,496,unweighted,false,true,sensitivity,true,"[0.0033123721779112002,0.1112668683448893]",0.0424595247682986,0.0447177561520246,0.1036464313931835,Nova Santa Rita: failure_rate_percent 8.5% -> 3.8999999999999999% (-4.5999999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-failure_rate_percent-S1-LOO-4313375,S1_CLASS_SIZE,LEAVE_OUT_VALE_4313375,0.0442726158467616,outcome percentage points per 1 student per class,0.0442726158467616,positive,0.0886899781979222,0.1132604237655206,3470,496,unweighted,false,true,sensitivity,true,"[0.0033123721779112002,0.1112668683448893]",0.0424595247682986,0.0447177561520246,0.1036464313931835,Nova Santa Rita: failure_rate_percent 8.5% -> 3.8999999999999999% (-4.5999999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-failure_rate_percent-S1-LOO-4313409,S1_CLASS_SIZE,LEAVE_OUT_VALE_4313409,0.0444893997119057,outcome percentage points per 1 student per class,0.0444893997119057,positive,0.0870480912919909,0.1132604237655206,3470,496,unweighted,false,true,sensitivity,true,"[0.0033123721779112002,0.1112668683448893]",0.0424595247682986,0.0447177561520246,0.1036464313931835,Nova Santa Rita: failure_rate_percent 8.5% -> 3.8999999999999999% (-4.5999999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-failure_rate_percent-S1-LOO-4314803,S1_CLASS_SIZE,LEAVE_OUT_VALE_4314803,0.0424595247682986,outcome percentage points per 1 student per class,0.0424595247682986,positive,0.1018989090098881,0.1291676311392948,3470,496,unweighted,false,true,sensitivity,true,"[0.0033123721779112002,0.1112668683448893]",0.0424595247682986,0.0447177561520246,0.1036464313931835,Nova Santa Rita: failure_rate_percent 8.5% -> 3.8999999999999999% (-4.5999999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-failure_rate_percent-S1-LOO-4318705,S1_CLASS_SIZE,LEAVE_OUT_VALE_4318705,0.0446322609088328,outcome percentage points per 1 student per class,0.0446322609088328,positive,0.0859803307764325,0.1132604237655206,3470,496,unweighted,false,true,sensitivity,true,"[0.0033123721779112002,0.1112668683448893]",0.0424595247682986,0.0447177561520246,0.1036464313931835,Nova Santa Rita: failure_rate_percent 8.5% -> 3.8999999999999999% (-4.5999999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-failure_rate_percent-S1-LOO-4320008,S1_CLASS_SIZE,LEAVE_OUT_VALE_4320008,0.044570842577148,outcome percentage points per 1 student per class,0.044570842577148,positive,0.0864729129898958,0.1132604237655206,3470,496,unweighted,false,true,sensitivity,true,"[0.0033123721779112002,0.1112668683448893]",0.0424595247682986,0.0447177561520246,0.1036464313931835,Nova Santa Rita: failure_rate_percent 8.5% -> 3.8999999999999999% (-4.5999999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-failure_rate_percent-S1-NO_FE,S1_CLASS_SIZE,NO_FE_DIAGNOSTIC,0.1112668683448893,outcome percentage points per 1 student per class,0.1112668683448893,positive,3.2785144542927397e-09,2.034940006112735e-08,3477,497,unweighted,false,false,sensitivity,true,"[0.0033123721779112002,0.1112668683448893]",0.0424595247682986,0.0447177561520246,0.1036464313931835,Nova Santa Rita: failure_rate_percent 8.5% -> 3.8999999999999999% (-4.5999999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2022-2025,0,H2-fundamental_anos_iniciais-failure_rate_percent-S1-WINDOW_2022_2025,S1_CLASS_SIZE,WINDOW_2022_2025,0.0033123721779112,outcome percentage points per 1 student per class,0.0033123721779112,positive,0.9289605469422794,0.939398305896687,1988,497,unweighted,false,true,sensitivity,true,"[0.0033123721779112002,0.1112668683448893]",0.0424595247682986,0.0447177561520246,0.1036464313931835,Nova Santa Rita: failure_rate_percent 8.5% -> 3.8999999999999999% (-4.5999999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2022-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,students_per_class,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-failure_rate_percent-S1_CLASS_SIZE,S1_CLASS_SIZE,MAIN_2019_2025,0.0444341791717751,outcome percentage points per 1 student per class,0.0444341791717751,positive,0.0873934980831309,0.1132604237655206,3477,497,unweighted,false,true,main,true,"[0.0033123721779112002,0.1112668683448893]",0.0424595247682986,0.0447177561520246,0.1036464313931835,Nova Santa Rita: failure_rate_percent 8.5% -> 3.8999999999999999% (-4.5999999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and failure_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,teacher_adequacy_percent,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-failure_rate_percent-S2_TEACHER_ADEQUACY,S2_TEACHER_ADEQUACY,MAIN_2019_2025,0.0013057559648106,outcome percentage points per 1 percentage point of teacher adequacy,0.0013057559648106,positive,0.721566417333678,0.7824214163859159,3461,497,unweighted,false,true,main,true,"[0.0013057559648105999,0.0013057559648105999]",not_executed_for_relation,not_executed_for_relation,not_executed_for_relation,Nova Santa Rita: failure_rate_percent 8.5% -> 3.8999999999999999% (-4.5999999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor teacher_adequacy_percent and failure_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,schools_with_broadband_percent,fundamental_anos_iniciais,total,total (school_location lens),2019-2025,0,H2-fundamental_anos_iniciais-failure_rate_percent-S3-WITHOUT-INSE,S3_BROADBAND_INSE,WITHOUT_INSE,0.0001963904365904,outcome percentage points per 1 percentage point of schools with broadband,0.0001963904365904,positive,0.94165579082633,0.9469164377024546,3479,497,unweighted,false,true,sensitivity,false,"[0.00019639043659039999,0.0034500442880699999]",not_executed_for_relation,not_executed_for_relation,not_executed_for_relation,Nova Santa Rita: failure_rate_percent 8.5% -> 3.8999999999999999% (-4.5999999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor schools_with_broadband_percent and failure_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
failure_rate_percent,schools_with_broadband_percent,fundamental_anos_iniciais,total,total (school_location lens),2019-2023,0,H2-fundamental_anos_iniciais-failure_rate_percent-S3_BROADBAND_INSE,S3_BROADBAND_INSE,MAIN_2019_2025,-0.00345004428807,outcome percentage points per 1 percentage point of schools with broadband,0.00345004428807,negative,0.4673622556924813,0.5324380128142193,1485,497,unweighted,true,true,main,true,"[0.00019639043659039999,0.0034500442880699999]",not_executed_for_relation,not_executed_for_relation,not_executed_for_relation,Nova Santa Rita: failure_rate_percent 8.5% -> 3.8999999999999999% (-4.5999999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor schools_with_broadband_percent and failure_rate_percent in fundamental_anos_iniciais; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2023,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,medio,total,total (school_location lens),2019;2022-2025,0,H2-medio-age_grade_distortion_rate_percent-S1-EXCLUDE_2020_2021,S1_CLASS_SIZE,EXCLUDE_2020_2021,0.230180292625734,outcome percentage points per 1 student per class,0.230180292625734,positive,0.0001512081517557,0.000438991408323,2480,496,unweighted,false,true,sensitivity,true,"[0.099795624047111994,0.39676741129931409]",0.3600636911830818,0.3657450511015649,0.230180292625734,Nova Santa Rita: age_grade_distortion_rate_percent 43.299999999999997% -> 24.800000000000001% (-18.499999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in medio; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019;2022-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,medio,total,total (school_location lens),2020-2025,1,H2-medio-age_grade_distortion_rate_percent-S1-LAG1,S1_CLASS_SIZE,LAG_1,0.099795624047112,outcome percentage points per 1 student per class,0.099795624047112,positive,0.0635139929615963,0.0893165526022449,2976,496,unweighted,false,true,sensitivity,true,"[0.099795624047111994,0.39676741129931409]",0.3600636911830818,0.3657450511015649,0.230180292625734,Nova Santa Rita: age_grade_distortion_rate_percent 43.299999999999997% -> 24.800000000000001% (-18.499999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in medio; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2020-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,medio,total,total (school_location lens),2019-2025,0,H2-medio-age_grade_distortion_rate_percent-S1-LOO-4303905,S1_CLASS_SIZE,LEAVE_OUT_VALE_4303905,0.3613914837107342,outcome percentage points per 1 student per class,0.3613914837107342,positive,4.740802146872662e-11,3.6990964815045513e-10,3465,495,unweighted,false,true,sensitivity,true,"[0.099795624047111994,0.39676741129931409]",0.3600636911830818,0.3657450511015649,0.230180292625734,Nova Santa Rita: age_grade_distortion_rate_percent 43.299999999999997% -> 24.800000000000001% (-18.499999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in medio; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,medio,total,total (school_location lens),2019-2025,0,H2-medio-age_grade_distortion_rate_percent-S1-LOO-4306403,S1_CLASS_SIZE,LEAVE_OUT_VALE_4306403,0.3606052335202883,outcome percentage points per 1 student per class,0.3606052335202883,positive,5.303646694938594e-11,3.6990964815045513e-10,3465,495,unweighted,false,true,sensitivity,true,"[0.099795624047111994,0.39676741129931409]",0.3600636911830818,0.3657450511015649,0.230180292625734,Nova Santa Rita: age_grade_distortion_rate_percent 43.299999999999997% -> 24.800000000000001% (-18.499999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in medio; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,medio,total,total (school_location lens),2019-2025,0,H2-medio-age_grade_distortion_rate_percent-S1-LOO-4307609,S1_CLASS_SIZE,LEAVE_OUT_VALE_4307609,0.3613532596276693,outcome percentage points per 1 student per class,0.3613532596276693,positive,4.959169068603596e-11,3.6990964815045513e-10,3465,495,unweighted,false,true,sensitivity,true,"[0.099795624047111994,0.39676741129931409]",0.3600636911830818,0.3657450511015649,0.230180292625734,Nova Santa Rita: age_grade_distortion_rate_percent 43.299999999999997% -> 24.800000000000001% (-18.499999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in medio; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,medio,total,total (school_location lens),2019-2025,0,H2-medio-age_grade_distortion_rate_percent-S1-LOO-4307708,S1_CLASS_SIZE,LEAVE_OUT_VALE_4307708,0.3611956557894979,outcome percentage points per 1 student per class,0.3611956557894979,positive,4.8808741329296157e-11,3.6990964815045513e-10,3465,495,unweighted,false,true,sensitivity,true,"[0.099795624047111994,0.39676741129931409]",0.3600636911830818,0.3657450511015649,0.230180292625734,Nova Santa Rita: age_grade_distortion_rate_percent 43.299999999999997% -> 24.800000000000001% (-18.499999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in medio; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,medio,total,total (school_location lens),2019-2025,0,H2-medio-age_grade_distortion_rate_percent-S1-LOO-4310801,S1_CLASS_SIZE,LEAVE_OUT_VALE_4310801,0.3657450511015649,outcome percentage points per 1 student per class,0.3657450511015649,positive,2.8102735145296747e-11,2.975583721266714e-10,3465,495,unweighted,false,true,sensitivity,true,"[0.099795624047111994,0.39676741129931409]",0.3600636911830818,0.3657450511015649,0.230180292625734,Nova Santa Rita: age_grade_distortion_rate_percent 43.299999999999997% -> 24.800000000000001% (-18.499999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in medio; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,medio,total,total (school_location lens),2019-2025,0,H2-medio-age_grade_distortion_rate_percent-S1-LOO-4313375,S1_CLASS_SIZE,LEAVE_OUT_VALE_4313375,0.3601428588231868,outcome percentage points per 1 student per class,0.3601428588231868,positive,5.548644722256827e-11,3.6990964815045513e-10,3465,495,unweighted,false,true,sensitivity,true,"[0.099795624047111994,0.39676741129931409]",0.3600636911830818,0.3657450511015649,0.230180292625734,Nova Santa Rita: age_grade_distortion_rate_percent 43.299999999999997% -> 24.800000000000001% (-18.499999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in medio; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,medio,total,total (school_location lens),2019-2025,0,H2-medio-age_grade_distortion_rate_percent-S1-LOO-4313409,S1_CLASS_SIZE,LEAVE_OUT_VALE_4313409,0.3615779543595173,outcome percentage points per 1 student per class,0.3615779543595173,positive,4.668081457221339e-11,3.6990964815045513e-10,3465,495,unweighted,false,true,sensitivity,true,"[0.099795624047111994,0.39676741129931409]",0.3600636911830818,0.3657450511015649,0.230180292625734,Nova Santa Rita: age_grade_distortion_rate_percent 43.299999999999997% -> 24.800000000000001% (-18.499999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in medio; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,medio,total,total (school_location lens),2019-2025,0,H2-medio-age_grade_distortion_rate_percent-S1-LOO-4314803,S1_CLASS_SIZE,LEAVE_OUT_VALE_4314803,0.3612581560320875,outcome percentage points per 1 student per class,0.3612581560320875,positive,4.867227036178612e-11,3.6990964815045513e-10,3465,495,unweighted,false,true,sensitivity,true,"[0.099795624047111994,0.39676741129931409]",0.3600636911830818,0.3657450511015649,0.230180292625734,Nova Santa Rita: age_grade_distortion_rate_percent 43.299999999999997% -> 24.800000000000001% (-18.499999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in medio; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,medio,total,total (school_location lens),2019-2025,0,H2-medio-age_grade_distortion_rate_percent-S1-LOO-4318705,S1_CLASS_SIZE,LEAVE_OUT_VALE_4318705,0.361041876600177,outcome percentage points per 1 student per class,0.361041876600177,positive,5.050183018331815e-11,3.6990964815045513e-10,3465,495,unweighted,false,true,sensitivity,true,"[0.099795624047111994,0.39676741129931409]",0.3600636911830818,0.3657450511015649,0.230180292625734,Nova Santa Rita: age_grade_distortion_rate_percent 43.299999999999997% -> 24.800000000000001% (-18.499999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in medio; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,medio,total,total (school_location lens),2019-2025,0,H2-medio-age_grade_distortion_rate_percent-S1-LOO-4320008,S1_CLASS_SIZE,LEAVE_OUT_VALE_4320008,0.3600636911830818,outcome percentage points per 1 student per class,0.3600636911830818,positive,5.544896489424902e-11,3.6990964815045513e-10,3465,495,unweighted,false,true,sensitivity,true,"[0.099795624047111994,0.39676741129931409]",0.3600636911830818,0.3657450511015649,0.230180292625734,Nova Santa Rita: age_grade_distortion_rate_percent 43.299999999999997% -> 24.800000000000001% (-18.499999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in medio; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,medio,total,total (school_location lens),2019-2025,0,H2-medio-age_grade_distortion_rate_percent-S1-NO_FE,S1_CLASS_SIZE,NO_FE_DIAGNOSTIC,0.3967674112993141,outcome percentage points per 1 student per class,0.3967674112993141,positive,2.3869498312849724e-06,9.340238470245545e-06,3472,496,unweighted,false,false,sensitivity,true,"[0.099795624047111994,0.39676741129931409]",0.3600636911830818,0.3657450511015649,0.230180292625734,Nova Santa Rita: age_grade_distortion_rate_percent 43.299999999999997% -> 24.800000000000001% (-18.499999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in medio; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,medio,total,total (school_location lens),2022-2025,0,H2-medio-age_grade_distortion_rate_percent-S1-WINDOW_2022_2025,S1_CLASS_SIZE,WINDOW_2022_2025,0.2239082127276852,outcome percentage points per 1 student per class,0.2239082127276852,positive,0.0017923184966124,0.0039829299924721,1984,496,unweighted,false,true,sensitivity,true,"[0.099795624047111994,0.39676741129931409]",0.3600636911830818,0.3657450511015649,0.230180292625734,Nova Santa Rita: age_grade_distortion_rate_percent 43.299999999999997% -> 24.800000000000001% (-18.499999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in medio; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2022-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,students_per_class,medio,total,total (school_location lens),2019-2025,0,H2-medio-age_grade_distortion_rate_percent-S1_CLASS_SIZE,S1_CLASS_SIZE,MAIN_2019_2025,0.3615626395248015,outcome percentage points per 1 student per class,0.3615626395248015,positive,4.641777042026772e-11,3.6990964815045513e-10,3472,496,unweighted,false,true,main,true,"[0.099795624047111994,0.39676741129931409]",0.3600636911830818,0.3657450511015649,0.230180292625734,Nova Santa Rita: age_grade_distortion_rate_percent 43.299999999999997% -> 24.800000000000001% (-18.499999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor students_per_class and age_grade_distortion_rate_percent in medio; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,teacher_adequacy_percent,medio,total,total (school_location lens),2019-2025,0,H2-medio-age_grade_distortion_rate_percent-S2_TEACHER_ADEQUACY,S2_TEACHER_ADEQUACY,MAIN_2019_2025,-0.0318965812064386,outcome percentage points per 1 percentage point of teacher adequacy,0.0318965812064386,negative,0.0524294015454663,0.0806884214428999,3472,496,unweighted,false,true,main,true,"[0.031896581206438603,0.031896581206438603]",not_executed_for_relation,not_executed_for_relation,not_executed_for_relation,Nova Santa Rita: age_grade_distortion_rate_percent 43.299999999999997% -> 24.800000000000001% (-18.499999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor teacher_adequacy_percent and age_grade_distortion_rate_percent in medio; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,schools_with_broadband_percent,medio,total,total (school_location lens),2019-2025,0,H2-medio-age_grade_distortion_rate_percent-S3-WITHOUT-INSE,S3_BROADBAND_INSE,WITHOUT_INSE,0.0017699675132078,outcome percentage points per 1 percentage point of schools with broadband,0.0017699675132078,positive,0.8530957445988837,0.8858563174301624,3472,496,unweighted,false,true,sensitivity,true,"[0.0017699675132077999,0.0063923904556396002]",not_executed_for_relation,not_executed_for_relation,not_executed_for_relation,Nova Santa Rita: age_grade_distortion_rate_percent 43.299999999999997% -> 24.800000000000001% (-18.499999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor schools_with_broadband_percent and age_grade_distortion_rate_percent in medio; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2025,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
age_grade_distortion_rate_percent,schools_with_broadband_percent,medio,total,total (school_location lens),2019-2023,0,H2-medio-age_grade_distortion_rate_percent-S3_BROADBAND_INSE,S3_BROADBAND_INSE,MAIN_2019_2025,0.0063923904556396,outcome percentage points per 1 percentage point of schools with broadband,0.0063923904556396,positive,0.645924132571067,0.7151295810083232,1482,496,unweighted,true,true,main,true,"[0.0017699675132077999,0.0063923904556396002]",not_executed_for_relation,not_executed_for_relation,not_executed_for_relation,Nova Santa Rita: age_grade_distortion_rate_percent 43.299999999999997% -> 24.800000000000001% (-18.499999999999996 pp); the model does not include a local condition trajectory or a network-specific coefficient.,Jointly monitor schools_with_broadband_percent and age_grade_distortion_rate_percent in medio; the executed model cannot assign the relation to a specific network.,municipality-year-stage match; education/condition at school-location lens; network=total; executed years=2019-2023,"Ecological association, not causality or same-person evidence; Job 3 did not execute network-specific or H2 weighting sensitivities."
